name,from,to,rating,tv_or_movie,genre,runtime,votes 
Les Misérables,2018,2019,7.8,TV,romance,372 min,"5,589"
Mannequin,1987,None,5.9,Movie,romance,90 min,"28,164"
The Lords of Flatbush,1974,None,5.7,Movie,romance,86 min,"3,465"
Zoolander 2,2016,None,4.7,Movie,romance,101 min,"63,060"
Made of Honor,2008,None,5.9,Movie,romance,101 min,"66,015"
Sabrina,1995,None,6.3,Movie,romance,127 min,"35,504"
Meet the Fockers,2004,None,6.3,Movie,romance,115 min,"247,147"
Kara Para Ask,2014,2015,7.2,TV,romance,90 min,"4,325"
NewsRadio,1995,1999,7.9,TV,romance,23 min,"12,795"
Days of Heaven,1978,None,7.8,Movie,romance,94 min,"50,075"
God's Own Country,2017,None,7.7,Movie,romance,104 min,"22,327"
The Lucky One,2012,None,6.5,Movie,romance,101 min,"98,857"
Descendants 2,2017,None,6.5,TV,romance,111 min,"7,455"
Supergirl,1984,None,4.4,Movie,romance,124 min,"18,016"
But I'm a Cheerleader,1999,None,6.6,Movie,romance,85 min,"24,913"
Mother's Day,2016,None,5.7,Movie,romance,118 min,"31,561"
Julie & Julia,2009,None,7,Movie,romance,123 min,"103,587"
Mystic Pizza,1988,None,6.3,Movie,romance,104 min,"23,859"
Attraction,2017,None,5.5,Movie,romance,117 min,"9,381"
Set It Up,2018,None,6.5,Movie,romance,105 min,"38,870"
Collateral Beauty,2016,None,6.8,Movie,romance,97 min,"87,637"
Teen Witch,1989,None,6.1,Movie,romance,90 min,"7,960"
Akame ga Kill!,2014,None,7.9,Movie,romance,24 min,"13,853"
50/50,2011,None,7.6,Movie,romance,100 min,"310,211"
Tae-yang-eui hoo-ye,2016,None,8.4,Movie,romance,60 min,"7,104"
Modern Times,1936,None,8.5,Movie,romance,87 min,"208,054"
Zack and Miri Make a Porno,2008,None,6.5,Movie,romance,101 min,"170,138"
Sleepover,2004,None,5.4,Movie,romance,89 min,"15,033"
The Pillars of the Earth,2010,None,8.1,Movie,romance,60 min,"27,929"
10,1979,None,6.1,Movie,romance,122 min,"14,761"
Plus One,2019,None,6.6,Movie,romance,98 min,"5,953"
If Loving You Is Wrong,2014,None,5.8,TV,romance,30 min,"1,129"
Zimna wojna,2018,None,7.6,Movie,romance,89 min,"44,408"
How to Be Single,2016,None,6.1,Movie,romance,110 min,"78,806"
And Then We Danced,2019,None,7.9,Movie,romance,113 min,"6,373"
The Saint,1997,None,6.2,Movie,romance,116 min,"60,836"
The F Word,2013,None,6.8,Movie,romance,98 min,"68,305"
Stranger Than Fiction,2006,None,7.5,Movie,romance,113 min,"214,161"
The Letter,1940,None,7.6,Movie,romance,95 min,"11,264"
Father of the Bride,1991,None,6.5,Movie,romance,105 min,"66,427"
Rent,2005,None,6.9,Movie,romance,135 min,"47,914"
Boomerang,1992,None,5.5,Movie,romance,117 min,"25,086"
Return to the Blue Lagoon,1991,None,5.2,Movie,romance,102 min,"17,624"
I Feel Pretty,2018,None,5.5,Movie,romance,110 min,"45,875"
New Year's Eve,2011,None,5.7,Movie,romance,118 min,"79,793"
Killers,2010,None,5.4,Movie,romance,100 min,"85,410"
Kabhi Khushi Kabhie Gham...,2001,None,7.4,Movie,romance,210 min,"43,114"
Mimi wo sumaseba,1995,None,7.9,Movie,romance,111 min,"46,985"
Endless Love,1981,None,4.9,Movie,romance,116 min,"6,933"
Bound,1996,None,7.3,Movie,romance,109 min,"49,092"
Funny Girl,1968,None,7.4,Movie,romance,151 min,"18,521"
The Five-Year Engagement,2012,None,6.2,Movie,romance,124 min,"91,121"
Sleeping Beauty,1959,None,7.2,Movie,romance,75 min,"130,880"
Muhtesem Yüzyil,2011,2014,6.6,TV,romance,90 min,"14,335"
Mortdecai,2015,None,5.5,Movie,romance,107 min,"64,922"
Mad About You,1992,2019,6.6,TV,romance,22 min,"20,049"
Trois couleurs: Rouge,1994,None,8.1,Movie,romance,99 min,"86,301"
The New World,2005,None,6.7,Movie,romance,135 min,"81,333"
Forever My Girl,2018,None,6.7,Movie,romance,108 min,"13,401"
Little,2019,None,5.4,Movie,romance,109 min,"9,461"
Anthropoid,2016,None,7.2,Movie,romance,120 min,"41,695"
The Old Man & The Gun,2018,None,6.7,Movie,romance,93 min,"37,519"
What Men Want,2019,None,5.2,Movie,romance,117 min,"18,474"
Memoirs of a Geisha,2005,None,7.4,Movie,romance,145 min,"135,648"
The Remains of the Day,1993,None,7.8,Movie,romance,134 min,"63,090"
My So-Called Life,1994,1995,8.3,TV,romance,60 min,"18,453"
She's Gotta Have It,1986,None,6.7,Movie,romance,84 min,"10,049"
Three,2005,None,4.9,Movie,romance,95 min,"8,897"
Bend It Like Beckham,2002,None,6.6,Movie,romance,112 min,"102,375"
Another Earth,2011,None,7,Movie,romance,92 min,"88,991"
Colonia,2015,None,7.1,Movie,romance,110 min,"45,631"
Beast, (20,None,6.8,TV,romance,107 min,"9,506"
Rio Grande,1950,None,7.1,Movie,romance,105 min,"13,751"
Sophie's Choice,1982,None,7.6,Movie,romance,150 min,"40,163"
Doctor Zhivago,1965,None,8,Movie,romance,197 min,"67,604"
Letters to Juliet,2010,None,6.5,Movie,romance,105 min,"89,785"
What Dreams May Come,1998,None,7.1,Movie,romance,113 min,"100,035"
Garden State,2004,None,7.4,Movie,romance,102 min,"204,556"
Rebecca,1940,None,8.1,Movie,romance,130 min,"117,836"
I Origins,2014,None,7.4,Movie,romance,106 min,"111,631"
An Affair to Remember,1957,None,7.5,Movie,romance,115 min,"26,844"
A Little Chaos,2014,None,6.5,Movie,romance,112 min,"19,765"
The American President,1995,None,6.8,Movie,romance,114 min,"50,273"
Uncharted 4: A Thief's End,2016,None,9.5,TV,romance,None,"19,233"
Moonlighting,1985,1989,7.6,TV,romance,60 min,"17,513"
I Now Pronounce You Chuck & Larry,2007,None,5.9,Movie,romance,115 min,"138,168"
The Darkest Minds,2018,None,5.7,Movie,romance,104 min,"26,586"
Bolero,1984,None,3,Movie,romance,105 min,"4,872"
The Seven Year Itch,1955,None,7.1,Movie,romance,105 min,"32,846"
Flipped,2010,None,7.7,Movie,romance,90 min,"78,858"
Cinderella Man,2005,None,8,Movie,romance,144 min,"172,409"
The Space Between Us,2017,None,6.4,Movie,romance,120 min,"46,028"
The Ugly Truth,2009,None,6.4,Movie,romance,96 min,"199,022"
Sing Street,2016,None,7.9,Movie,romance,106 min,"81,567"
Body Heat,1981,None,7.4,Movie,romance,113 min,"29,771"
The Wedding Planner,2001,None,5.3,Movie,romance,103 min,"74,003"
Beautiful Girls,1996,None,7.1,Movie,romance,112 min,"30,693"
The Bounty Hunter,2010,None,5.6,Movie,romance,110 min,"118,592"
Café Society,2016,None,6.6,Movie,romance,96 min,"68,029"
Robin Hood,2006,2009,7.5,TV,romance,60 min,"15,517"
Bin-jip,2004,None,8,Movie,romance,88 min,"48,025"
La Belle Époque,2019,None,7.5,Movie,romance,115 min,"6,607"
Corpse Bride,2005,None,7.3,Movie,romance,77 min,"235,265"
Drop Dead Gorgeous,1999,None,6.6,Movie,romance,97 min,"31,613"
Streets of Fire,1984,None,6.7,Movie,romance,93 min,"17,263"
Jane Eyre,2011,None,7.3,Movie,romance,120 min,"78,802"
One Crazy Summer,1986,None,6.5,Movie,romance,93 min,"13,535"
The Two Jakes,1990,None,6.2,Movie,romance,137 min,"10,700"
Dear White People,2014,None,6.1,Movie,romance,108 min,"23,885"
Ned Kelly,2003,None,6.5,Movie,romance,110 min,"25,154"
The Vow,2012,None,6.8,Movie,romance,104 min,"180,255"
P.S. I Love You,2007,None,7,Movie,romance,126 min,"197,098"
The Thomas Crown Affair,1999,None,6.8,Movie,romance,113 min,"84,863"
Lifeforce,1985,None,6.1,Movie,romance,101 min,"21,474"
Carmen Jones,1954,None,6.8,Movie,romance,105 min,"4,417"
Kurenai no buta,1992,None,7.7,Movie,romance,94 min,"72,149"
Dear John,2010,None,6.3,Movie,romance,108 min,"135,144"
Sabrina,1954,None,7.7,Movie,romance,113 min,"56,964"
Never Been Kissed,1999,None,6.1,Movie,romance,107 min,"80,966"
Far and Away,1992,None,6.6,Movie,romance,140 min,"57,247"
The Lunchbox,2013,None,7.8,Movie,romance,104 min,"47,792"
Stealing Beauty,1996,None,6.6,Movie,romance,118 min,"25,193"
Cosa voglio di più,2010,None,6,Movie,romance,126 min,"2,454"
The Kids Are All Right,2010,None,7,Movie,romance,106 min,"123,718"
Enough Said,2013,None,7,Movie,romance,93 min,"57,627"
"Juliet, Naked",2018,None,6.6,Movie,romance,97 min,"16,868"
The Escort,(201,None,6,TV,romance,88 min,"11,235"
Monster's Ball,2001,None,7,Movie,romance,111 min,"80,890"
Fool's Gold,2008,None,5.7,Movie,romance,112 min,"71,795"
Dirty Dancing: Havana Nights,2004,None,6,Movie,romance,86 min,"26,183"
The Host,2013,None,5.9,Movie,romance,125 min,"108,933"
Yeh Jawaani Hai Deewani,2013,None,7.1,Movie,romance,160 min,"36,700"
Mako Mermaids,2013,None,6.9,TV,romance,30 min,"2,974"
The Woman in Red,1984,None,5.9,Movie,romance,87 min,"13,479"
Shigatsu wa kimi no uso,2014,2015,8.6,TV,romance,23 min,"13,298"
Timeless Love,2019,None,6.9,Movie,romance,85 min,550
Little Italy,2018,None,5.7,Movie,romance,102 min,"8,789"
McLintock!,1963,None,7.2,Movie,romance,127 min,"12,501"
You Me Her,2016,None,7.1,TV,romance,28 min,"8,219"
Cleopatra,1963,None,7,Movie,romance,192 min,"28,321"
Young & Hungry,2014,None,7.4,TV,romance,22 min,"13,419"
The Hot Spot,1990,None,6.4,Movie,romance,130 min,"10,117"
The Little Mermaid,,None,None,TV,romance,None,None
Let It Snow,2019,None,5.8,Movie,romance,92 min,"15,079"
Emmerdale Farm,1972,None,4.8,TV,romance,30 min,"2,751"
That Awkward Moment,2014,None,6.1,Movie,romance,94 min,"95,797"
Aquamarine,2006,None,5.3,Movie,romance,110 min,"37,017"
The Misfits,1961,None,7.3,Movie,romance,125 min,"16,609"
Peggy Sue Got Married,1986,None,6.3,Movie,romance,103 min,"31,780"
Taineun Jiokida,2019,None,7.9,TV,romance,None,691
Teen Wolf,1985,None,6.1,Movie,romance,91 min,"44,234"
Bizim Hikaye,2017,2019,6.2,TV,romance,120 min,"1,572"
The Pink Panther,1963,None,7.1,Movie,romance,115 min,"46,983"
Frida,2002,None,7.4,Movie,romance,123 min,"78,612"
The Light Between Oceans,2016,None,7.2,Movie,romance,133 min,"50,020"
Romeo and Juliet,1968,None,7.6,Movie,romance,138 min,"28,635"
Save the Last Dance,2001,None,6.2,Movie,romance,112 min,"55,921"
Neko no ongaeshi,2002,None,7.2,Movie,romance,75 min,"45,517"
Kaguya-sama wa kokurasetai ~ Tensai tachi no ren'ai zunô sen ~,2019,None,8.1,TV,romance,24 min,"2,174"
Cinderella,1950,None,7.3,Movie,romance,74 min,"140,714"
Hotel Desire,2011,None,5.7,Movie,romance,38 min,"2,313"
Chasing Amy,1997,None,7.2,Movie,romance,113 min,"129,984"
IO,2019,None,4.7,Movie,romance,96 min,"29,191"
The Little Hours,2017,None,5.8,Movie,romance,90 min,"18,432"
Water for Elephants,2011,None,6.9,Movie,romance,120 min,"109,024"
What's Your Number?,2011,None,6.1,Movie,romance,106 min,"70,746"
"Honey, I Blew Up the Kid",1992,None,4.8,Movie,romance,89 min,"40,050"
Happy Feet,2006,None,6.4,Movie,romance,108 min,"165,473"
Hercules: The Legendary Journeys,1995,1999,6.5,TV,romance,44 min,"26,702"
A Dangerous Method,2011,None,6.4,Movie,romance,99 min,"96,665"
Lie with Me,2005,None,5.3,Movie,romance,93 min,"14,097"
A Night at the Roxbury,1998,None,6.3,Movie,romance,82 min,"55,754"
The Constant Gardener,2005,None,7.4,Movie,romance,129 min,"129,653"
The Road to El Dorado,2000,None,6.9,Movie,romance,89 min,"81,149"
Lark Rise to Candleford,2008,2011,8.1,TV,romance,53 min,"6,213"
Rumor Has It...,2005,None,5.5,Movie,romance,97 min,"51,975"
Beauty and the Beast,1987,1990,7,TV,romance,60 min,"5,967"
Elf,2003,None,6.9,Movie,romance,97 min,"210,078"
Trois couleurs: Bleu,1993,None,7.9,Movie,romance,94 min,"84,939"
Ai no korîda,1976,None,6.6,Movie,romance,109 min,"17,502"
The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,None,6.3,Movie,romance,103 min,"23,208"
Noughts + Crosses,2020,None,6.2,TV,romance,60 min,"1,703"
Kenpû Denki Berserk,1997,1998,8.6,TV,romance,23 min,"26,636"
If I Stay,2014,None,6.7,Movie,romance,107 min,"112,986"
Jeune et jolie,2013,None,6.7,Movie,romance,95 min,"31,005"
Chung Hing sam lam,1994,None,8.1,Movie,romance,102 min,"58,755"
Grace Under Fire,1993,1998,6.3,TV,romance,30 min,"3,186"
Blast from the Past,1999,None,6.6,Movie,romance,112 min,"58,035"
Much Ado About Nothing,1993,None,7.3,Movie,romance,111 min,"44,008"
Midnight Sun,2018,None,6.6,Movie,romance,91 min,"20,879"
"Definitely, Maybe",2008,None,7.1,Movie,romance,112 min,"151,575"
The Souvenir,2019,None,6.5,Movie,romance,120 min,"7,323"
In the Heights,2021,None,None,Movie,romance,None,None
Solaris,2002,None,6.2,Movie,romance,99 min,"77,691"
Shubh Mangal Zyada Saavdhan,2020,None,5.8,Movie,romance,117 min,"6,196"
The Unbearable Lightness of Being,1988,None,7.3,Movie,romance,171 min,"32,907"
Fruits Basket,2019,None,8.3,TV,romance,23 min,"1,073"
What Happens in Vegas,2008,None,6.1,Movie,romance,99 min,"162,274"
The Lion King II: Simba's Pride,1998,None,6.5,TV,romance,81 min,"58,849"
Jungle Fever,1991,None,6.5,Movie,romance,132 min,"16,448"
"I Love You, Beth Cooper",2009,None,5.3,Movie,romance,102 min,"32,827"
L'amant,1992,None,6.9,Movie,romance,115 min,"18,448"
High School Musical 3: Senior Year,2008,None,4.8,Movie,romance,112 min,"56,172"
The Inspector Lynley Mysteries,2001,2008,7.3,TV,romance,90 min,"4,011"
Driven,2018,None,7.5,TV,romance,30 min,656
Fiddler on the Roof,1971,None,8,Movie,romance,181 min,"37,648"
Love Story,1970,None,6.9,Movie,romance,100 min,"29,162"
Silverado,1985,None,7.2,Movie,romance,133 min,"36,490"
Blue Heelers,1994,2006,6.7,TV,romance,60 min,874
Good Luck Chuck,2007,None,5.6,Movie,romance,101 min,"84,300"
Fallen,(201,None,5.4,TV,romance,91 min,"12,977"
Playing It Cool,2014,None,6,Movie,romance,94 min,"24,858"
Un rubio,2019,None,7.5,Movie,romance,108 min,"1,326"
The Best Years of Our Lives,1946,None,8,Movie,romance,170 min,"55,814"
A Song Is Born,1948,None,6.9,Movie,romance,113 min,"2,038"
"Eat, Play, Love",2017,None,6.1,TV,romance,83 min,"1,004"
Paint Your Wagon,1969,None,6.6,Movie,romance,164 min,"11,895"
Spread,2009,None,5.8,Movie,romance,97 min,"37,714"
Rumble Fish,1983,None,7.2,Movie,romance,94 min,"30,770"
Home Again,2017,None,5.8,Movie,romance,97 min,"26,278"
Una,2016,None,6.2,Movie,romance,94 min,"8,927"
Step Up,2006,None,6.5,Movie,romance,104 min,"108,324"
Harold and Maude,1971,None,7.9,Movie,romance,91 min,"68,693"
Nine,2009,None,5.8,Movie,romance,118 min,"41,858"
Now and Then,1995,None,6.8,Movie,romance,100 min,"26,268"
Wiedzmin 3: Dziki Gon,2015,None,9.8,TV,romance,None,"17,837"
Camp Rock,2008,None,5.2,TV,romance,94 min,"29,166"
Popeye,1980,None,5.3,Movie,romance,114 min,"28,558"
Open Range,2003,None,7.4,Movie,romance,139 min,"65,001"
Second Act,2018,None,5.8,Movie,romance,103 min,"20,443"
Quigley Down Under,1990,None,6.9,Movie,romance,119 min,"18,953"
Explorers,1985,None,6.6,Movie,romance,109 min,"19,077"
Bedtime Stories,2008,None,6,Movie,romance,99 min,"86,128"
Z-O-M-B-I-E-S,2018,None,6.3,TV,romance,94 min,"3,171"
Lucas,1986,None,6.9,Movie,romance,100 min,"14,198"
El Dorado,1967,None,7.6,Movie,romance,126 min,"23,297"
Australia,2008,None,6.6,Movie,romance,165 min,"117,323"
Horse Feathers,1932,None,7.6,Movie,romance,68 min,"11,455"
Gargoyles,1994,1996,8.1,TV,romance,30 min,"13,866"
Girl with a Pearl Earring,2003,None,6.9,Movie,romance,100 min,"70,721"
Mistresses,2013,2016,7.1,TV,romance,43 min,"12,428"
Anger Management,2012,2014,6.6,TV,romance,22 min,"29,542"
It Happened One Night,1934,None,8.1,Movie,romance,105 min,"90,153"
Patch Adams,1998,None,6.8,Movie,romance,115 min,"100,706"
The Time Machine,1960,None,7.6,Movie,romance,103 min,"35,058"
Destination Wedding,2018,None,6,Movie,romance,87 min,"22,577"
Along Came Polly,2004,None,6,Movie,romance,90 min,"123,367"
Ask Laftan Anlamaz,2016,2017,7.5,TV,romance,68 min,"4,247"
City of Angels,1998,None,6.7,Movie,romance,114 min,"111,115"
Grease Live!,2016,None,7.3,TV,romance,140 min,"8,390"
Date Night,2010,None,6.3,Movie,romance,88 min,"149,474"
Switched at Birth,2011,2017,7.7,TV,romance,60 min,"22,153"
Dragonfly,2002,None,6.1,Movie,romance,104 min,"36,100"
Pal Joey,1957,None,6.7,Movie,romance,111 min,"4,516"
Heartbreakers,2001,None,6.2,Movie,romance,123 min,"50,441"
"Oh, Ramona!",2019,None,4.9,Movie,romance,109 min,"7,315"
Miseuteo Shunshain,2018,None,8.8,TV,romance,80 min,"3,109"
The Adventures of Robin Hood,1938,None,7.9,Movie,romance,102 min,"45,818"
Grumpy Old Men,1993,None,7,Movie,romance,103 min,"41,722"
Earthquake Bird,2019,None,5.9,Movie,romance,107 min,"11,170"
Color of Night,1994,None,5.2,Movie,romance,121 min,"22,222"
Near Dark,1987,None,7,Movie,romance,94 min,"32,385"
Tomboy,2018,None,5.4,TV,romance,85 min,130
Coupling,2000,2004,8.5,TV,romance,30 min,"41,891"
Please Like Me,2013,2016,8.5,TV,romance,29 min,"13,535"
The Big Wedding,2013,None,5.6,Movie,romance,89 min,"46,264"
Der Himmel über Berlin,1987,None,8,Movie,romance,128 min,"62,063"
Lady and the Tramp,1955,None,7.3,Movie,romance,76 min,"118,204"
By the Sea,2015,None,5.3,Movie,romance,122 min,"17,880"
The Great Gatsby,1974,None,6.4,Movie,romance,144 min,"22,915"
Song to Song,2017,None,5.7,Movie,romance,129 min,"17,634"
One Life to Live,1968,2013,6.8,TV,romance,60 min,"2,139"
Re: Zero kara hajimeru isekai seikatsu,2016,None,8,TV,romance,24 min,"7,698"
Bushwick,2017,None,5.2,Movie,romance,94 min,"8,820"
Suite Française,2014,None,7,Movie,romance,107 min,"22,247"
Tendres cousines,1980,None,5.5,Movie,romance,92 min,"1,428"
Big Eyes,2014,None,7,Movie,romance,106 min,"82,625"
The Perfect Date,2019,None,5.8,Movie,romance,89 min,"29,021"
Kokuriko-zaka kara,2011,None,7.4,Movie,romance,91 min,"31,421"
A Lot Like Love,2005,None,6.6,Movie,romance,107 min,"66,335"
Victoria,(201,None,7.6,TV,romance,138 min,"49,679"
The Man Who Loved Redheads,1955,None,5.8,Movie,romance,100 min,175
Made in Heaven,2019,None,8.3,TV,romance,50 min,"6,986"
"I Love You, Man",2009,None,7,Movie,romance,105 min,"190,695"
Manhattan,1979,None,7.9,Movie,romance,96 min,"127,987"
The Loft,2014,None,6.3,Movie,romance,108 min,"50,225"
Monte Carlo,2011,None,5.8,Movie,romance,109 min,"40,233"
Wanderlust,2012,None,5.6,Movie,romance,98 min,"71,180"
Ne le dis à personne,2006,None,7.5,Movie,romance,131 min,"49,141"
Snowpiercer,2020,None,6.3,TV,action,60 min,"5,978"
Game of Thrones,2011,2019,9.3,TV,action,57 min,"1,682,482"
Killing Eve,2018,None,8.3,TV,action,42 min,"74,165"
Tenet,2020,None,None,Movie,action,None,None
Avatar: The Last Airbender,2005,2008,9.2,TV,action,23 min,"220,149"
La Casa de Papel,2017,None,8.4,TV,action,70 min,"251,259"
Vikings,2013,None,8.5,TV,action,44 min,"393,408"
The Last Kingdom,2015,None,8.4,TV,action,60 min,"71,767"
Secret Society of Second-Born Royals,2020,None,None,Movie,action,None,None
Stargirl,2020,None,7.4,TV,action,45 min,"3,357"
Agents of S.H.I.E.L.D.,2013,2020,7.5,TV,action,45 min,"191,139"
The Last Days of American Crime,2020,None,3.6,Movie,action,148 min,"4,944"
The Hunt,(202,None,6.4,TV,action,90 min,"39,326"
Snowpiercer,2013,None,7.1,Movie,action,126 min,"295,169"
The Flash,2014,None,7.7,TV,action,43 min,"297,110"
The Gentlemen,2019,None,7.9,Movie,action,113 min,"147,818"
Outer Banks,2020,None,7.6,TV,action,50 min,"12,664"
Legends of Tomorrow,2016,None,6.8,TV,action,42 min,"88,451"
The Mandalorian,2019,None,8.7,TV,action,40 min,"174,452"
Extraction,2020,None,6.8,Movie,action,116 min,"121,946"
Queen of the South,2016,None,7.9,TV,action,42 min,"15,342"
Prison Break,2005,2017,8.3,TV,action,44 min,"456,500"
Avengers: Endgame,2019,None,8.4,Movie,action,181 min,"728,503"
Becky,(202,None,5.7,TV,action,93 min,"2,543"
NCIS: Naval Criminal Investigative Service,2003,None,7.8,TV,action,60 min,"114,628"
The Boys,2019,None,8.7,TV,action,60 min,"148,073"
Buffy the Vampire Slayer,1997,2003,8.2,TV,action,44 min,"124,197"
Betaal,2020,None,5.3,TV,action,46 min,"6,678"
The Lovebirds,2020,None,6,Movie,action,86 min,"12,977"
Supergirl,2015,None,6.3,TV,action,43 min,"107,070"
Alex Rider,2020,None,7.5,TV,action,None,"1,517"
The Witcher,2019,None,8.3,TV,action,60 min,"257,324"
Arrow,2012,2020,7.6,TV,action,42 min,"399,961"
Gangs of London,2020,None,8.3,TV,action,None,"9,798"
The Lord of the Rings: The Fellowship of the Ring,2001,None,8.8,Movie,action,178 min,"1,603,736"
Star Wars: Episode IX - The Rise of Skywalker,2019,None,6.7,Movie,action,142 min,"332,367"
The Last Airbender,2010,None,4.1,Movie,action,103 min,"145,829"
Star Wars: The Clone Wars,2008,2020,8.2,TV,action,23 min,"52,549"
The Legend of Korra,2012,2014,8.4,TV,action,23 min,"92,949"
Bad Boys for Life,2020,None,6.7,Movie,action,124 min,"98,731"
Star Trek: The Next Generation,1987,1994,8.6,TV,action,44 min,"95,068"
Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,2020,None,6.1,Movie,action,109 min,"119,389"
Shingeki no kyojin,2013,None,8.8,TV,action,24 min,"141,659"
Chicago P.D.,2014,None,8.1,TV,action,43 min,"25,858"
Inception,2010,None,8.8,Movie,action,148 min,"1,973,794"
Chicago Fire,2012,None,7.9,TV,action,43 min,"33,486"
Sonic the Hedgehog,2020,None,6.6,Movie,action,99 min,"66,349"
Batwoman,2019,None,3.5,TV,action,45 min,"26,988"
The Dark Knight,2008,None,9,Movie,action,152 min,"2,218,537"
Zack Snyder's Justice League,2021,None,None,Movie,action,None,None
The VelociPastor,2018,None,5.2,Movie,action,75 min,"2,245"
The Umbrella Academy,2019,None,7.9,TV,action,60 min,"100,785"
Wonder Woman 1984,2020,None,None,Movie,action,None,None
Harley Quinn,2019,None,8.5,TV,action,23 min,"7,923"
Blindspot,2015,None,7.4,TV,action,42 min,"63,875"
Band of Brothers,2001,None,9.4,Movie,action,594 min,"355,999"
Gotham,2014,2019,7.8,TV,action,42 min,"205,928"
Avanpost,2019,None,6,Movie,action,127 min,"2,402"
Mulan,2020,None,None,Movie,action,115 min,None
Watchmen,2019,None,8.1,Movie,action,60 min,"69,549"
Thor: Ragnarok,2017,None,7.9,Movie,action,130 min,"554,795"
Bloodshot,2020,None,5.7,Movie,action,109 min,"41,876"
Doom Patrol,2019,None,8,TV,action,60 min,"25,539"
Jumanji: The Next Level,2019,None,6.7,Movie,action,123 min,"151,452"
The Batman,2021,None,None,Movie,action,None,None
Justice League,2017,None,6.4,Movie,action,120 min,"365,635"
No Time to Die,2020,None,None,Movie,action,163 min,None
Alita: Battle Angel,2019,None,7.3,Movie,action,122 min,"210,772"
Star Trek: Deep Space Nine,1993,1999,7.9,TV,action,45 min,"49,500"
The Matrix,1999,None,8.7,Movie,action,136 min,"1,614,602"
Captain America: The First Avenger,2011,None,6.9,Movie,action,124 min,"716,945"
Jack Ryan,2018,None,8.1,TV,action,60 min,"80,698"
Mad Max: Fury Road,2015,None,8.1,Movie,action,120 min,"844,910"
Top Gun: Maverick,2020,None,None,Movie,action,None,None
9-1-1,2018,None,7.7,TV,action,43 min,"18,450"
The Hunger Games,2012,None,7.2,Movie,action,142 min,"824,715"
Midway,2019,None,6.7,Movie,action,138 min,"48,397"
Ford v. Ferrari,2019,None,8.1,Movie,action,152 min,"223,284"
Justified,2010,2015,8.6,TV,action,44 min,"82,355"
Hawaii Five-0,2010,2020,7.3,TV,action,42 min,"64,990"
V for Vendetta,2005,None,8.2,Movie,action,132 min,"999,902"
Fast & Furious Presents: Hobbs & Shaw,2019,None,6.5,Movie,action,137 min,"152,900"
Indiana Jones and the Last Crusade,1989,None,8.2,Movie,action,127 min,"670,404"
Avengers: Infinity War,2018,None,8.5,Movie,action,149 min,"780,404"
Titans,2018,None,7.8,TV,action,45 min,"59,465"
Altered Carbon,2018,None,8.1,TV,action,60 min,"133,329"
Star Trek: Discovery,2017,None,7.3,TV,action,60 min,"80,600"
Teen Wolf,2011,2017,7.6,TV,action,41 min,"121,121"
Underwater,2020,None,5.8,Movie,action,95 min,"42,247"
Designated Survivor,2016,2019,7.5,TV,action,60 min,"70,667"
Blade Runner 2049,2017,None,8,Movie,action,164 min,"432,768"
Jurassic Park,1993,None,8.1,Movie,action,127 min,"833,600"
The Dark Knight Rises,2012,None,8.4,Movie,action,164 min,"1,466,593"
Suicide Squad,2016,None,6,Movie,action,123 min,"580,468"
Dirilis: Ertugrul,2014,2019,7.8,TV,action,120 min,"22,966"
Star Trek: Voyager,1995,2001,7.8,TV,action,44 min,"56,146"
Survive the Night,2020,None,4.8,Movie,action,90 min,"2,928"
Black Widow,2020,None,None,Movie,action,None,None
Twister,1996,None,6.4,Movie,action,113 min,"170,206"
Spartacus: Blood and Sand,2010,2013,8.5,TV,action,55 min,"216,189"
Fauda,2015,None,8.2,TV,action,60 min,"15,293"
The Matrix 4,2022,None,None,Movie,action,None,None
Person of Interest,2011,2016,8.4,TV,action,43 min,"158,956"
Black Panther,2018,None,7.3,Movie,action,134 min,"584,541"
Alias,2001,2006,7.6,TV,action,42 min,"43,954"
Star Trek: Picard,2020,None,7.6,TV,action,46 min,"34,864"
Pirates of the Caribbean: Dead Men Tell No Tales,2017,None,6.6,Movie,action,129 min,"250,679"
Guardians of the Galaxy,2014,None,8,Movie,action,121 min,"1,015,116"
Mission: Impossible - Fallout,2018,None,7.7,Movie,action,147 min,"274,468"
Guns Akimbo,2019,None,6.3,Movie,action,98 min,"23,520"
Top Gun,1986,None,6.9,Movie,action,110 min,"281,932"
Avatar,2009,None,7.8,Movie,action,162 min,"1,094,354"
NCIS: Los Angeles,2009,None,6.7,TV,action,43 min,"47,166"
Spider-Man: Far from Home,2019,None,7.5,Movie,action,129 min,"294,751"
Daredevil,2015,2018,8.6,TV,action,54 min,"349,663"
Terminator: Dark Fate,2019,None,6.3,Movie,action,128 min,"122,732"
Pirates of the Caribbean: The Curse of the Black Pearl,2003,None,8,Movie,action,143 min,"995,738"
Archer,2009,None,8.6,TV,action,22 min,"132,105"
Star Trek,1966,1969,8.3,TV,action,50 min,"70,325"
Star Wars: Rebels,2014,2018,8,TV,action,22 min,"26,188"
Stargate SG-1,1997,2007,8.4,TV,action,44 min,"80,887"
Contagion,2011,None,6.7,Movie,action,106 min,"269,521"
Gladiator,2000,None,8.5,Movie,action,155 min,"1,293,879"
Dunkirk,2017,None,7.9,Movie,action,106 min,"520,624"
