name,from,to,rating,tv_or_movie,genre,runtime,votes 
CSI: Crime Scene Investigation,2000,2015,7.6,TV,crime,60 min,"75,445"
The Hate U Give,2018,None,7.4,Movie,crime,133 min,"26,758"
NCIS: Los Angeles,2009,None,6.7,TV,crime,43 min,"47,166"
The Green Mile,1999,None,8.6,Movie,crime,189 min,"1,097,578"
Daredevil,2015,2018,8.6,TV,crime,54 min,"349,663"
Goodfellas,1990,None,8.7,Movie,crime,146 min,"979,320"
Broadchurch,2013,2017,8.4,TV,crime,48 min,"85,463"
Banshee,2013,2016,8.4,TV,crime,60 min,"81,765"
Léon,1994,None,8.5,Movie,crime,110 min,"996,286"
The Lincoln Lawyer,2011,None,7.3,Movie,crime,118 min,"207,046"
Wind River,2017,None,7.7,Movie,crime,107 min,"191,824"
Columbo,1971,2003,8.2,TV,crime,100 min,"25,847"
John Wick: Chapter 3 - Parabellum,2019,None,7.5,Movie,crime,130 min,"249,238"
Prisoners,2013,None,8.1,Movie,crime,153 min,"572,626"
24,2001,2010,8.3,TV,crime,44 min,"167,485"
The Punisher,2017,2019,8.5,TV,crime,53 min,"171,449"
S.W.A.T.,2017,None,7,TV,crime,43 min,"12,385"
Taxi Driver,1976,None,8.3,Movie,crime,114 min,"693,982"
Spenser Confidential,2020,None,6.2,Movie,crime,111 min,"56,015"
"Magnum, P.I.",1980,1988,7.5,TV,crime,48 min,"21,298"
Narcos: Mexico,2018,None,8.4,TV,crime,50 min,"53,622"
Perry Mason,1957,1966,8.1,TV,crime,60 min,"4,669"
Quiz,2020,None,7.4,TV,crime,147 min,"2,413"
"Murder, She Wrote",1984,1996,6.9,TV,crime,50 min,"17,266"
Ray Donovan,2013,2020,8.3,TV,crime,60 min,"74,658"
Unbelievable,2019,None,8.4,Movie,crime,385 min,"59,008"
John Wick,2014,None,7.4,Movie,crime,101 min,"512,315"
Boardwalk Empire,2010,2014,8.5,TV,crime,55 min,"167,160"
Bodyguard,2018,None,8.1,TV,crime,60 min,"84,472"
A Clockwork Orange,1971,None,8.3,Movie,crime,136 min,"732,949"
Baywatch,1989,2001,5.3,TV,crime,60 min,"24,013"
The Usual Suspects,1995,None,8.5,Movie,crime,106 min,"959,134"
The Godfather: Part II,1974,None,9,Movie,crime,202 min,"1,085,580"
The Stranger,2020,None,7.3,TV,crime,42 min,"27,571"
Longmire,2012,2017,8.3,TV,crime,60 min,"27,609"
Murder on the Orient Express,2017,None,6.5,Movie,crime,114 min,"199,613"
Endeavour,2012,None,8.6,TV,crime,89 min,"16,739"
Zodiac,2007,None,7.7,Movie,crime,157 min,"434,113"
Heat,1995,None,8.2,Movie,crime,170 min,"556,036"
Good Girls,2018,None,7.9,TV,crime,43 min,"26,065"
Father Brown,2013,None,7.7,TV,crime,52 min,"7,290"
Den of Thieves,2018,None,7,Movie,crime,140 min,"86,373"
Inside Man,2006,None,7.6,Movie,crime,129 min,"327,830"
Sorjonen,2016,2020,7.6,TV,crime,60 min,"5,948"
The Nice Guys,2016,None,7.4,Movie,crime,116 min,"265,189"
Carnival Row,2019,None,7.9,TV,crime,56 min,"39,158"
Elementary,2012,2019,7.9,TV,crime,60 min,"98,754"
Casino,1995,None,8.2,Movie,crime,178 min,"446,227"
F9,2021,None,None,Movie,crime,145 min,None
White Collar,2009,2014,8.2,TV,crime,40 min,"114,847"
Luther,2010,None,8.5,TV,crime,60 min,"115,386"
Richard Jewell,2019,None,7.5,Movie,crime,131 min,"41,330"
Mayans M.C.,2018,None,7.5,TV,crime,60 min,"10,801"
NCIS: New Orleans,2014,None,6.8,TV,crime,42 min,"14,148"
American Crime Story,2016,None,8.4,TV,crime,42 min,"75,778"
The Good Wife,2009,2016,8.3,TV,crime,43 min,"66,223"
We Hunt Together,2020,None,6.6,TV,crime,None,145
The Hateful Eight,2015,None,7.8,Movie,crime,168 min,"491,532"
Veronica Mars,2004,2019,8.3,TV,crime,44 min,"66,024"
Code 8,2019,None,6.1,Movie,crime,98 min,"28,363"
Murdoch Mysteries,2008,None,8.1,TV,crime,48 min,"9,640"
Baby Driver,2017,None,7.6,Movie,crime,113 min,"413,543"
Catch Me If You Can,2002,None,8.1,Movie,crime,141 min,"787,461"
The Grand Budapest Hotel,2014,None,8.1,Movie,crime,99 min,"679,579"
The Hustle,2019,None,5.4,Movie,crime,93 min,"41,005"
"Three Billboards Outside Ebbing, Missouri",2017,None,8.2,Movie,crime,115 min,"401,919"
Barry,2018,None,8.3,TV,crime,30 min,"39,006"
Scarface,1983,None,8.3,Movie,crime,170 min,"712,540"
Cape Fear,1991,None,7.3,Movie,crime,128 min,"165,740"
Magnum P.I.,2018,None,5.7,TV,crime,43 min,"7,929"
Kill Bill: Vol. 1,2003,None,8.1,Movie,crime,111 min,"967,599"
Zootopia,2016,None,8,Movie,crime,108 min,"415,730"
12 Angry Men,1957,None,8.9,Movie,crime,96 min,"659,045"
Silent Witness,1996,None,7.8,TV,crime,120 min,"5,412"
Deadwood,2004,2006,8.6,TV,crime,55 min,"90,972"
Marcella,2016,None,7.4,TV,crime,45 min,"19,335"
The King's Man,2020,None,None,Movie,crime,None,None
Good Time,2017,None,7.4,Movie,crime,102 min,"75,685"
Grimm,2011,2017,7.8,TV,crime,45 min,"106,612"
The Big Lebowski,1998,None,8.1,Movie,crime,117 min,"703,598"
Queen & Slim,2019,None,7,Movie,crime,132 min,"15,693"
Molly's Game,2017,None,7.4,Movie,crime,140 min,"129,790"
True Romance,1993,None,7.9,Movie,crime,119 min,"200,056"
Legend,2015,None,6.9,Movie,crime,132 min,"151,526"
Vera,2011,None,7.9,TV,crime,90 min,"8,200"
Power,2014,2020,8.2,TV,crime,50 min,"37,346"
RoboCop,1987,None,7.5,Movie,crime,102 min,"225,805"
Drive,2011,None,7.8,Movie,crime,100 min,"552,974"
The Shield,2002,2008,8.7,TV,crime,47 min,"69,379"
"Tiger King: Murder, Mayhem and Madness",2020,None,7.6,Movie,crime,317 min,"56,478"
The Girl with the Dragon Tattoo,2011,None,7.8,Movie,crime,158 min,"407,965"
A Simple Favor,2018,None,6.8,Movie,crime,117 min,"114,461"
Internal Affairs,1990,None,6.5,Movie,crime,115 min,"16,898"
The End of the F***ing World,2017,2019,8.1,TV,crime,25 min,"130,579"
Snatch,2000,None,8.3,Movie,crime,104 min,"759,813"
Jessica Jones,2015,2019,8,TV,crime,56 min,"187,200"
Stuber,2019,None,6.2,Movie,crime,93 min,"35,264"
Manhunt,(201,None,8.1,TV,crime,60 min,"46,014"
Stumptown,2019,None,7.5,TV,crime,44 min,"6,958"
Clue,1985,None,7.3,Movie,crime,94 min,"77,077"
Contratiempo,2016,None,8.1,Movie,crime,106 min,"120,712"
Hotel Artemis,2018,None,6.1,Movie,crime,94 min,"40,177"
Bad Boys,1995,None,6.9,Movie,crime,119 min,"232,468"
Reservoir Dogs,1992,None,8.3,Movie,crime,99 min,"887,286"
Spooks,2002,2011,8.2,TV,crime,60 min,"13,970"
The Night Of,2016,None,8.5,Movie,crime,525 min,"111,175"
El Camino: A Breaking Bad Movie,2019,None,7.3,Movie,crime,122 min,"166,125"
The Fall,2013,2016,8.2,TV,crime,60 min,"72,368"
The Outsiders,1983,None,7.1,Movie,crime,91 min,"72,511"
The Mule,2018,None,7,Movie,crime,116 min,"97,689"
21 Bridges,2019,None,6.6,Movie,crime,99 min,"31,194"
Baywatch,2017,None,5.5,Movie,crime,116 min,"153,911"
Once Upon a Time in America,1984,None,8.4,Movie,crime,229 min,"298,279"
Sicario,2015,None,7.6,Movie,crime,121 min,"355,614"
Minority Report,2002,None,7.6,Movie,crime,145 min,"493,955"
Malang - Unleash the Madness,2020,None,6.5,Movie,crime,135 min,"5,919"
American Psycho,2000,None,7.6,Movie,crime,101 min,"466,166"
Motherless Brooklyn,2019,None,6.8,Movie,crime,144 min,"30,544"
The Assignment,2016,None,4.6,Movie,crime,95 min,"7,031"
Sharp Objects,2018,None,8.2,Movie,crime,421 min,"61,419"
Point Break,1991,None,7.3,Movie,crime,122 min,"150,551"
Ocean's Eleven,2001,None,7.7,Movie,crime,116 min,"499,620"
Fantastic Mr. Fox,2009,None,7.9,Movie,crime,87 min,"190,257"
Arkansas,2020,None,5.9,Movie,crime,117 min,"2,930"
Sin City,2005,None,8,Movie,crime,124 min,"730,698"
A Kiss Before Dying,1956,None,6.7,Movie,crime,94 min,"3,130"
Lincoln Rhyme: Hunt for the Bone Collector,2020,None,6.9,Movie,crime,43 min,"3,243"
CSI: Miami,2002,2012,6.4,TV,crime,43 min,"51,823"
The Blues Brothers,1980,None,7.9,Movie,crime,133 min,"176,427"
"Extremely Wicked, Shockingly Evil and Vile",2019,None,6.6,Movie,crime,110 min,"70,236"
Twin Peaks,2017,None,8.5,Movie,crime,60 min,"51,809"
The Fast and the Furious,2001,None,6.8,Movie,crime,106 min,"337,853"
Almost Paradise,2020,None,6.7,Movie,crime,45 min,763
Death Note: Desu nôto,2006,2007,9,TV,crime,24 min,"212,334"
Wild Things,1998,None,6.5,Movie,crime,108 min,"105,203"
Ocean's Eight,2018,None,6.2,Movie,crime,110 min,"171,221"
Now You See Me,2013,None,7.3,Movie,crime,115 min,"580,292"
Triple Frontier,2019,None,6.4,Movie,crime,125 min,"98,654"
Mystic River,2003,None,7.9,Movie,crime,138 min,"408,004"
West Side Story,2020,None,None,Movie,crime,None,None
The Kitchen,2019,None,5.4,Movie,crime,102 min,"12,383"
Fargo,1996,None,8.1,Movie,crime,98 min,"594,920"
FBI,2018,None,6.7,TV,crime,60 min,"8,734"
Oz,1997,2003,8.7,TV,crime,55 min,"85,856"
Man on Fire,2004,None,7.7,Movie,crime,146 min,"321,290"
Murder Mystery,2019,None,6,Movie,crime,97 min,"90,480"
Trailer Park Boys,2001,2018,8.4,TV,crime,30 min,"35,707"
Training Day,2001,None,7.7,Movie,crime,122 min,"377,181"
Mercury Rising,1998,None,6.2,Movie,crime,111 min,"66,377"
The Town,2010,None,7.5,Movie,crime,125 min,"339,932"
Spotlight,2015,None,8.1,Movie,crime,129 min,"400,181"
Inspector Morse,1987,2000,8.1,TV,crime,100 min,"9,482"
Babylon Berlin,2017,None,8.4,TV,crime,45 min,"15,964"
Crash,2004,None,7.8,Movie,crime,112 min,"412,962"
Primal Fear,1996,None,7.7,Movie,crime,129 min,"177,731"
The Killing,2011,2014,8.2,TV,crime,45 min,"94,715"
Absentia,2017,None,7.3,TV,crime,60 min,"9,788"
Prodigal Son,2019,None,7.7,TV,crime,44 min,"8,806"
Scorpion,2014,2018,7.1,TV,crime,43 min,"45,035"
Burn Notice,2007,2013,7.9,TV,crime,44 min,"66,608"
Gangs of New York,2002,None,7.5,Movie,crime,167 min,"393,220"
Cidade de Deus,2002,None,8.6,Movie,crime,130 min,"680,331"
Anatomy of a Murder,1959,None,8,Movie,crime,161 min,"57,537"
The Godfather: Part III,1990,None,7.6,Movie,crime,162 min,"346,518"
Weeds,2005,2012,7.9,TV,crime,28 min,"100,545"
Bad Times at the El Royale,2018,None,7.1,Movie,crime,141 min,"120,230"
Dead Still,2020,None,6.8,TV,crime,45 min,289
Nightcrawler,2014,None,7.8,Movie,crime,117 min,"441,896"
Home Before Dark,2020,None,7.5,TV,crime,45 min,"3,397"
Nomis,2018,None,5.9,Movie,crime,98 min,"11,535"
Bull,2016,None,7,TV,crime,60 min,"13,685"
John Wick: Chapter 2,2017,None,7.5,Movie,crime,122 min,"345,809"
Sacred Games,2018,None,8.7,TV,crime,50 min,"67,744"
Foyle's War,2002,2015,8.4,TV,crime,90 min,"12,106"
Fruitvale Station,2013,None,7.5,Movie,crime,85 min,"72,602"
From Dusk Till Dawn,1996,None,7.2,Movie,crime,108 min,"278,537"
Polar,2019,None,6.3,Movie,crime,118 min,"69,005"
Sahsiyet,2018,None,9.2,Movie,crime,65 min,"24,966"
Detroit,2017,None,7.3,Movie,crime,143 min,"45,440"
Iron Fist,2017,2018,6.5,TV,crime,55 min,"109,856"
Leverage,2008,2012,7.9,TV,crime,42 min,"40,812"
Kill Bill: Vol. 2,2004,None,8,Movie,crime,137 min,"661,527"
Kingsman: The Golden Circle,2017,None,6.7,Movie,crime,141 min,"257,749"
The Equalizer,2014,None,7.2,Movie,crime,132 min,"321,298"
The Night Clerk,2020,None,5.3,Movie,crime,90 min,"3,796"
iZombie,2015,2019,7.9,TV,crime,42 min,"58,099"
JAG,1995,2005,6.6,TV,crime,60 min,"15,942"
The Act,2019,None,8,TV,crime,60 min,"16,463"
Sneaky Pete,2015,2019,8.2,TV,crime,60 min,"27,694"
The Family,2013,None,6.3,Movie,crime,111 min,"107,350"
Road to Perdition,2002,None,7.7,Movie,crime,117 min,"240,584"
Cold Case,2003,2010,7.5,TV,crime,44 min,"23,596"
Lethal Weapon,2016,2019,7.9,TV,crime,44 min,"34,200"
A Time to Kill,1996,None,7.5,Movie,crime,149 min,"126,516"
Lewis,2006,2015,8,TV,crime,90 min,"9,934"
Shetland,2013,None,8.1,TV,crime,60 min,"9,725"
The Last Thing He Wanted,2020,None,4.2,Movie,crime,115 min,"10,547"
Focus,(201,None,6.6,TV,crime,105 min,"209,202"
Wentworth,2013,None,8.6,TV,crime,45 min,"16,020"
Looper,2012,None,7.4,Movie,crime,113 min,"522,304"
Law & Order: Criminal Intent,2001,2011,7.3,TV,crime,60 min,"21,967"
The Highwaymen,2019,None,6.9,Movie,crime,132 min,"66,543"
Logan Lucky,2017,None,7,Movie,crime,118 min,"121,249"
Why Women Kill,2019,None,8.3,TV,crime,None,"7,686"
The Bank Job,2008,None,7.2,Movie,crime,111 min,"170,419"
Changeling,2008,None,7.7,Movie,crime,141 min,"231,281"
Hannibal,2001,None,6.8,Movie,crime,131 min,"247,645"
Hell or High Water,(201,None,7.6,TV,crime,102 min,"194,881"
Unforgotten,2015,None,8.2,TV,crime,45 min,"10,605"
Official Secrets,2019,None,7.3,Movie,crime,112 min,"21,533"
Asur: Welcome to Your Dark Side,2020,None,8.4,TV,crime,43 min,"17,408"
Mystery Road,2018,None,7.6,TV,crime,57 min,"1,886"
The Postcard Killings,2020,None,5.7,Movie,crime,104 min,"2,988"
Menace II Society,1993,None,7.5,Movie,crime,97 min,"49,750"
Gomorra: La serie,2014,None,8.7,TV,crime,55 min,"26,746"
American Made,2017,None,7.2,Movie,crime,114 min,"151,037"
The Fate of the Furious,2017,None,6.7,Movie,crime,136 min,"196,822"
The Fast and the Furious: Tokyo Drift,2006,None,6,Movie,crime,104 min,"233,765"
Top of the Lake,2013,2017,7.5,TV,crime,60 min,"31,221"
American Hustle,2013,None,7.2,Movie,crime,138 min,"437,260"
A Confession,2019,None,7.5,TV,crime,45 min,"4,049"
Boyz n the Hood,1991,None,7.7,Movie,crime,112 min,"119,912"
Red Dragon,2002,None,7.2,Movie,crime,124 min,"243,392"
The Place Beyond the Pines,2012,None,7.3,Movie,crime,140 min,"238,792"
Truth Be Told,2019,None,7.1,TV,crime,45 min,"3,965"
The Other Guys,2010,None,6.6,Movie,crime,107 min,"235,561"
Top Boy,2011,None,8.4,TV,crime,60 min,"11,252"
Miami Vice,1984,1989,7.4,TV,crime,48 min,"22,336"
"Lock, Stock and Two Smoking Barrels",1998,None,8.2,Movie,crime,107 min,"519,677"
Ghost in the Shell,2017,None,6.3,Movie,crime,107 min,"189,736"
Bron/Broen,2011,2018,8.6,TV,crime,60 min,"54,706"
21 Jump Street,2012,None,7.2,Movie,crime,109 min,"498,606"
Agatha Christie's Marple,2004,2013,7.7,TV,crime,93 min,"5,517"
Dick Tracy,1990,None,6.1,Movie,crime,105 min,"56,024"
In the Shadow of the Moon,2019,None,6.2,Movie,crime,115 min,"34,818"
RED,2010,None,7,Movie,crime,111 min,"281,895"
Raktanchal,2020,None,6.5,TV,crime,None,680
Heathers,1989,None,7.2,Movie,crime,103 min,"84,767"
The Night Manager,2016,None,8.1,Movie,crime,358 min,"65,916"
Sicario 2: Soldado,2018,None,7.1,Movie,crime,122 min,"116,379"
L.A. Confidential,1997,None,8.2,Movie,crime,138 min,"517,083"
The Mask,1994,None,6.9,Movie,crime,101 min,"334,188"
Gone in Sixty Seconds,2000,None,6.5,Movie,crime,118 min,"255,117"
We're the Millers,2013,None,7,Movie,crime,110 min,"391,266"
The Italian Job,2003,None,7,Movie,crime,111 min,"334,899"
Kick-Ass,2010,None,7.6,Movie,crime,117 min,"515,047"
Imposters,2017,None,7.8,TV,crime,41 min,"9,253"
Salinui chueok,2003,None,8.1,Movie,crime,131 min,"124,186"
A Good Woman Is Hard to Find,2019,None,6.2,Movie,crime,97 min,"1,650"
Central Intelligence,2016,None,6.3,Movie,crime,107 min,"152,649"
Don't Breathe,2016,None,7.1,Movie,crime,88 min,"208,543"
Get Hard,2015,None,6,Movie,crime,100 min,"118,487"
Kindergarten Cop,1990,None,6.1,Movie,crime,111 min,"132,114"
Lolita,1962,None,7.6,Movie,crime,153 min,"89,461"
The Untouchables,1987,None,7.9,Movie,crime,119 min,"270,025"
The House That Jack Built,2018,None,6.8,Movie,crime,152 min,"52,098"
Jackie Brown,1997,None,7.5,Movie,crime,154 min,"305,883"
True History of the Kelly Gang,2019,None,6.1,Movie,crime,124 min,"3,824"
Wanted,2008,None,6.7,Movie,crime,110 min,"352,981"
Side Effects,2013,None,7.1,Movie,crime,106 min,"176,403"
Freud,2020,None,6.6,TV,crime,55 min,"8,025"
Irréversible,2002,None,7.4,Movie,crime,97 min,"115,167"
Miss Scarlet and the Duke,2020,None,7.5,TV,crime,None,771
Haven,2010,2015,7.5,TV,crime,60 min,"34,315"
Mississippi Burning,1988,None,7.8,Movie,crime,128 min,"84,201"
Game Night,2018,None,6.9,Movie,crime,100 min,"192,610"
Les Misérables,2019,None,7.6,Movie,crime,104 min,"12,219"
West Side Story,1961,None,7.5,Movie,crime,153 min,"93,429"
In Bruges,2008,None,7.9,Movie,crime,107 min,"380,455"
Shameless,2004,2013,8,TV,crime,90 min,"14,060"
White Chicks,2004,None,5.6,Movie,crime,109 min,"126,415"
Cool Hand Luke,1967,None,8.1,Movie,crime,127 min,"156,723"
Bad Boys II,2003,None,6.6,Movie,crime,147 min,"225,259"
Death on the Nile,2020,None,None,Movie,crime,None,None
The Report,2019,None,7.2,Movie,crime,119 min,"26,489"
Liar,2017,2020,7.1,TV,crime,45 min,"6,262"
Charlie's Angels,1976,1981,6.5,TV,crime,60 min,"10,054"
Safe,2018,None,7.3,Movie,crime,60 min,"28,128"
Mirzapur,2018,None,8.5,TV,crime,60 min,"25,785"
Giri/Haji,2019,None,7.9,TV,crime,None,"6,525"
Batman Returns,1992,None,7,Movie,crime,126 min,"266,345"
White House Farm,2020,None,7.3,Movie,crime,47 min,"2,119"
Pain & Gain,2013,None,6.4,Movie,crime,129 min,"196,404"
Inferno,2016,None,6.2,Movie,crime,121 min,"151,882"
Blindspotting,2018,None,7.4,Movie,crime,95 min,"24,000"
American Gangster,2007,None,7.8,Movie,crime,157 min,"381,151"
Ocean's Twelve,2004,None,6.5,Movie,crime,125 min,"348,488"
Natural Born Killers,1994,None,7.3,Movie,crime,118 min,"210,566"
Black and Blue,2019,None,6.3,Movie,crime,108 min,"11,661"
Pennyworth,2019,None,8,TV,crime,60 min,"6,671"
The Laundromat,2019,None,6.3,Movie,crime,95 min,"38,892"
Killers of the Flower Moon,2021,None,None,Movie,crime,None,None
The Equalizer 2,2018,None,6.7,Movie,crime,121 min,"119,867"
Dredd,2012,None,7.1,Movie,crime,95 min,"244,428"
"O Brother, Where Art Thou?",2000,None,7.7,Movie,crime,107 min,"276,369"
Wild at Heart,1990,None,7.2,Movie,crime,125 min,"79,696"
Observe and Report,2009,None,5.8,Movie,crime,86 min,"59,678"
You Were Never Really Here,2017,None,6.8,Movie,crime,89 min,"94,316"
The Capture,2019,None,7.8,TV,crime,60 min,"7,123"
For Life,2020,None,7.6,TV,crime,None,"1,906"
NYPD Blue,1993,2005,7.5,TV,crime,45 min,"11,280"
FBI: Most Wanted,2020,None,6.4,TV,crime,45 min,"1,884"
Dragged Across Concrete,2018,None,7,Movie,crime,159 min,"32,633"
Las Vegas,2003,2008,7.4,TV,crime,60 min,"25,351"
To Kill a Mockingbird,1962,None,8.2,Movie,crime,129 min,"286,376"
Boston Legal,2004,2008,8.4,TV,crime,44 min,"41,407"
Widows,2018,None,6.9,Movie,crime,129 min,"80,803"
Sleepers,1996,None,7.6,Movie,crime,147 min,"182,543"
Chicago,2002,None,7.1,Movie,crime,113 min,"210,828"
Matlock,1986,1995,7,TV,crime,60 min,"6,113"
The Judge,2014,None,7.4,Movie,crime,141 min,"171,426"
Lawless,2012,None,7.3,Movie,crime,116 min,"222,772"
Lie to Me,2009,2011,8,TV,crime,43 min,"108,048"
Cruella,2021,None,None,Movie,crime,None,None
Mr. & Mrs. Smith,2005,None,6.5,Movie,crime,120 min,"438,878"
Van der Valk,2020,None,6.3,Movie,crime,90 min,763
Rizzoli & Isles,2010,2016,7.6,TV,crime,60 min,"28,760"
Grantchester,2014,None,7.9,TV,crime,45 min,"9,006"
Now You See Me 2,2016,None,6.5,Movie,crime,129 min,"237,364"
1922,2017,None,6.3,Movie,crime,102 min,"47,805"
Cellular,2004,None,6.5,Movie,crime,94 min,"91,152"
Charlie's Angels,2000,None,5.5,Movie,crime,98 min,"172,273"
Thelma & Louise,1991,None,7.5,Movie,crime,130 min,"130,779"
Fast Five,2011,None,7.3,Movie,crime,130 min,"344,697"
Who Framed Roger Rabbit,1988,None,7.7,Movie,crime,104 min,"176,877"
Bastille Day,2016,None,6.3,Movie,crime,92 min,"34,288"
Under the Silver Lake,2018,None,6.5,Movie,crime,139 min,"29,021"
Papillon,2017,None,7.2,Movie,crime,133 min,"47,343"
Collateral,2004,None,7.5,Movie,crime,120 min,"349,250"
Adventures in Babysitting,1987,None,6.9,Movie,crime,102 min,"36,257"
Killing Them Softly,2012,None,6.2,Movie,crime,97 min,"129,989"
Ocean's Thirteen,2007,None,6.9,Movie,crime,122 min,"312,090"
The Bill,1984,2010,6.5,TV,crime,50 min,"2,744"
Layer Cake,2004,None,7.3,Movie,crime,105 min,"162,378"
Luke Cage,2016,2018,7.3,TV,crime,55 min,"112,619"
Zone Blanche,2017,None,7.5,TV,crime,52 min,"6,228"
Warrior,2019,None,8.2,TV,crime,60 min,"10,196"
Red Dead Redemption II,2018,None,9.7,TV,crime,None,"18,051"
Homefront,2013,None,6.5,Movie,crime,100 min,"103,727"
Seven Psychopaths,2012,None,7.2,Movie,crime,110 min,"234,568"
The Missing,2014,None,8.2,TV,crime,60 min,"20,188"
War Dogs,2016,None,7.1,Movie,crime,114 min,"169,514"
It's a Mad Mad Mad Mad World,1963,None,7.5,Movie,crime,210 min,"36,607"
Sin City: A Dame to Kill For,2014,None,6.5,Movie,crime,102 min,"148,774"
The Girl on the Train,2016,None,6.5,Movie,crime,112 min,"163,005"
McMafia,2018,None,7.7,TV,crime,60 min,"11,906"
The Informer,2019,None,6.5,Movie,crime,113 min,"13,269"
La haine,1995,None,8.1,Movie,crime,98 min,"141,898"
The Good Liar,2019,None,6.6,Movie,crime,109 min,"16,952"
Scream: The TV Series,2015,None,7.2,TV,crime,45 min,"32,455"
Chappie,2015,None,6.8,Movie,crime,120 min,"224,147"
Traffic,2000,None,7.6,Movie,crime,147 min,"191,912"
Ashes to Ashes,2008,2010,8.1,TV,crime,60 min,"8,540"
Snowfall,2017,None,8,TV,crime,44 min,"9,055"
McMillions,2020,None,7.3,Movie,crime,344 min,"4,179"
L.A.'s Finest,2019,None,5.8,TV,crime,60 min,"2,420"
Nikita,2010,2013,7.6,TV,crime,60 min,"47,687"
Toy Boy,2019,None,6.5,Movie,crime,None,"4,006"
Escape from Alcatraz,1979,None,7.6,Movie,crime,112 min,"114,164"
